Name,dipole_Boltzmann_Debye,dipole_moment_Boltzmann_average,dipole_moment_Boltzmann_std,dipole_moment_Boltzmann_skewness,dipole_moment_mean,dipole_moment_std,dipole_moment_skewness
M-0-0,10.307341651261371,4.055220958845365,0.2866471748653136,0.1948977709409578,4.2347305086,0.2601267130390903,-0.7342239535378235
M-0-1,11.144076068292437,4.384417667340653,0.2272120453541145,0.6617584446845872,4.3760520989,0.5020014380817907,-1.3206680045908246
M-0-2,11.82743160348637,4.653270469781941,0.1812969629753472,1.0622496953486569,4.7892927286,0.2831925452964065,0.6999036185665499
M-1-0,9.865508662653912,3.8813904546929208,0.4096849364945573,-3.059214355317608,3.5268355735,0.6851335883683969,-0.9685919111127876
M-1-1,10.343119422375697,4.06929701959822,0.1744803230467952,0.1073270318274392,4.0414390697,0.2439928519273042,0.6618019024335628
M-1-2,11.867511782411292,4.669039228314431,0.11709357594307,1.418072186319539,4.4339020612,0.4391683418050996,-0.9826408505550588
M-2-0,10.058350625704175,3.9572603343151433,0.1904636891815608,-1.1310638552546002,3.8771712344,0.2949497928177552,-0.6555132590586684
M-2-1,9.38237836758421,3.69131233710379,0.4323906724974622,1.1954436548314369,3.8350652102000007,0.5321000552673989,0.3810764409302149
M-2-2,11.317538564894829,4.452663076835698,0.1785035336096256,-0.0254698223145825,4.371295517499999,0.4326167170115661,-1.8725514210711431
Li-1a,9.635671050157748,3.7909653640284073,0.265902066948509,-0.0948933481236536,3.8126890853,0.2448990196885647,-0.3371898342557699
Li-1b,9.472245100851056,3.726668636776081,0.2864865795619759,-0.5012710625005571,3.7140450813,0.2886878471967574,-0.3977757225684399
Li-1c,9.242666031013808,3.636345264638484,0.3249734716588768,0.0389423583741622,3.5611579891000007,0.3102182037355258,0.4083939588723184
Li-2a,10.31565117320944,4.058490176913602,0.0879092932827468,-0.4119352938612682,4.021007396300001,0.0966699894808744,-0.1000622012926407
Li-3a,11.830745566509275,4.654574283389952,0.2182875789697639,-0.3286682647153227,4.6495971293,0.2319453040721127,-0.4710238178224334
Li-4a,12.30559559591121,4.841394693219232,0.0373411956868092,-0.9755778268180816,4.826414055888889,0.0555345292445452,-1.1509010210229471
Li-4b,12.045487841885205,4.739060410397107,0.0557249785638897,-1.5174601227602262,4.6759387125,0.0771742791179344,0.1151286639332013
Li-4c,12.069194320146105,4.748387258265029,0.0520361347502684,-2.012509443650988,4.7431935502,0.0525642354130912,-1.903675282487464
Li-5a,11.99798392731862,4.720370929006526,0.1204601841131769,0.5444906454621518,4.7026972489,0.1344764697202271,0.3769838683253044
Li-5b,11.691516670823894,4.599797411237746,0.0942286739097272,0.9386955508191738,4.607338991200001,0.1259425972045671,0.0621746293627113
Li-5c,11.63836078121978,4.578884271370853,0.1440784398614165,0.7224304639777632,4.6188550919,0.1414546366814471,0.0720507360806649
Li-6b,12.91702597426971,5.081949956553374,0.2014297072723696,-0.3388845911379723,5.0341207825,0.2025572245055767,-0.6685281299988355
